eps0,chi2_frozen,chi2_published,delta_chi2_frozen,delta_chi2_published,published_minus_frozen
-0.200000000000,12.961982312357,39.245249780934,1.175096718194,27.458364186771,26.283267468577
-0.195000000000,12.906167217240,37.901160881391,1.119281623077,26.114275287227,24.994993664151
-0.190000000000,12.852043388538,36.590796586713,1.065157794374,24.803910992550,23.738753198176
-0.185000000000,12.799579243176,35.314156896901,1.012693649012,23.527271302737,22.514577653725
-0.180000000000,12.748743842950,34.071241811954,0.961858248786,22.284356217790,21.322497969004
-0.175000000000,12.699506879447,32.862051331872,0.912621285283,21.075165737708,20.162544452425
-0.170000000000,12.651838659367,31.686585456656,0.864953065204,19.899699862492,19.034746797288
-0.165000000000,12.605710090243,30.544844186304,0.818824496079,18.757958592141,17.939134096061
-0.160000000000,12.561092666529,29.436827520819,0.774207072365,17.649941926655,16.875734854290
-0.155000000000,12.517958456065,28.362535460198,0.731072861901,16.575649866034,15.844577004133
-0.150000000000,12.476280086895,27.321968004443,0.689394492731,15.535082410279,14.845687917548
-0.145000000000,12.436030734428,26.315125153553,0.649145140265,14.528239559389,13.879094419125
-0.140000000000,12.397184108942,25.342006907529,0.610298514779,13.555121313365,12.944822798586
-0.135000000000,12.359714443406,24.402613266369,0.572828849242,12.615727672206,12.042898822963
-0.130000000000,12.323596481622,23.496944230075,0.536710887458,11.710058635912,11.173347748454
-0.125000000000,12.288805466674,22.624999798647,0.501919872510,10.838114204483,10.336194331973
-0.120000000000,12.255317129675,21.786779972084,0.468431535511,9.999894377920,9.531462842409
-0.115000000000,12.223107678803,20.982284750386,0.436222084639,9.195399156222,8.759177071583
-0.110000000000,12.192153788615,20.211514133553,0.405268194451,8.424628539390,8.019360344938
-0.105000000000,12.162432589639,19.474468121586,0.375546995476,7.687582527422,7.312035531947
-0.100000000000,12.133921658228,18.771146714484,0.347036064064,6.984261120320,6.637225056256
-0.095000000000,12.106599006669,18.101549912247,0.319713412505,6.314664318084,5.994950905579
-0.090000000000,12.080443073546,17.465677714876,0.293557479382,5.678792120713,5.385234641331
-0.085000000000,12.055432714344,16.863530122370,0.268547120181,5.076644528207,4.808097408026
-0.080000000000,12.031547192291,16.295107134730,0.244661598128,4.508221540566,4.263559942438
-0.075000000000,12.008766169423,15.760408751954,0.221880575259,3.973523157791,3.751642582532
-0.070000000000,11.987069697877,15.259434974044,0.200184103713,3.472549379881,3.272365276167
-0.065000000000,11.966438211403,14.792185801000,0.179552617239,3.005300206836,2.825747589597
-0.060000000000,11.946852517078,14.358661232820,0.159966922914,2.571775638657,2.411808715743
-0.055000000000,11.928293787230,13.958861269506,0.141408193067,2.171975675343,2.030567482276
-0.050000000000,11.910743551565,13.592785911058,0.123857957401,1.805900316894,1.682042359493
-0.045000000000,11.894183689474,13.260435157474,0.107298095310,1.473549563311,1.366251468001
-0.040000000000,11.878596422541,12.961809008756,0.091710828378,1.174923414593,1.083212586215
-0.035000000000,11.863964307232,12.696907464904,0.077078713068,0.910021870740,0.832943157672
-0.030000000000,11.850270227749,12.465730525916,0.063384633586,0.678844931753,0.615460298167
-0.025000000000,11.837497389078,12.268278191794,0.050611794915,0.481392597630,0.430780802716
-0.020000000000,11.825629310185,12.104550462537,0.038743716021,0.317664868374,0.278921152353
-0.015000000000,11.814649817387,11.974547338146,0.027764223223,0.187661743982,0.159897520759
-0.010000000000,11.804543037881,11.878268818620,0.017657443717,0.091383224456,0.073725780739
-0.005000000000,11.795293393423,11.815714903959,0.008407799259,0.028829309795,0.020421510536
0.000000000000,11.786885594164,11.786885594164,0.000000000000,0.000000000000,0.000000000000
0.005000000000,11.779304632626,11.791780889234,-0.007580961538,0.004895295070,0.012476256608
0.010000000000,11.772535777827,11.830400789169,-0.014349816337,0.043515195005,0.057865011342
0.015000000000,11.766564569539,11.902745293969,-0.020321024624,0.115859699806,0.136180724430
0.020000000000,11.761376812688,12.008814403635,-0.025508781476,0.221928809471,0.247437590947
0.025000000000,11.756958571876,12.148608118166,-0.029927022287,0.361722524003,0.391649546290
0.030000000000,11.753296166042,12.322126437563,-0.033589428121,0.535240843399,0.568830271520
0.035000000000,11.750376163240,12.529369361825,-0.036509430924,0.742483767661,0.778993198585
0.040000000000,11.748185375540,12.770336890952,-0.038700218624,0.983451296788,1.022151515412
0.045000000000,11.746710854050,13.045029024944,-0.040174740114,1.258143430781,1.298318170895
0.050000000000,11.745939884050,13.353445763802,-0.040945710114,1.566560169638,1.607505879752
0.055000000000,11.745859980240,13.695587107525,-0.041025613923,1.908701513362,1.949727127285
0.060000000000,11.746458882098,14.071453056114,-0.040426712066,2.284567461950,2.324994174016
0.065000000000,11.747724549339,14.481043609567,-0.039161044825,2.694158015404,2.733319060228
0.070000000000,11.749645157487,14.924358767887,-0.037240436676,3.137473173723,3.174713610399
0.075000000000,11.752209093540,15.401398531071,-0.034676500624,3.614512936907,3.649189437531
0.080000000000,11.755404951736,15.912162899121,-0.031480642428,4.125277304957,4.156757947385
0.085000000000,11.759221529415,16.456651872036,-0.027664064748,4.669766277872,4.697430342620
0.090000000000,11.763647822979,17.034865449816,-0.023237771184,5.247979855653,5.271217626837
0.095000000000,11.768673023932,17.646803632462,-0.018212570231,5.859918038298,5.878130608529
0.100000000000,11.774286515021,18.292466419973,-0.012599079143,6.505580825809,6.518179904952
0.105000000000,11.780477866454,18.971853812349,-0.006407727710,7.184968218186,7.191375945895
0.110000000000,11.787236832210,19.684965809591,0.000351238047,7.898080215427,7.897728977381
0.115000000000,11.794553346426,20.431802411698,0.007667752263,8.644916817534,8.637249065272
0.120000000000,11.802417519866,21.212363618670,0.015531925703,9.425478024507,9.409946098804
0.125000000000,11.810819636467,22.026649430508,0.023934042304,10.239763836344,10.215829794041
0.130000000000,11.819750149966,22.874659847211,0.032864555802,11.087774253047,11.054909697245
0.135000000000,11.829199680591,23.756394868779,0.042314086427,11.969509274616,11.927195188189
0.140000000000,11.839159011839,24.671854495213,0.052273417675,12.884968901049,12.832695483374
0.145000000000,11.849619087311,25.621038726512,0.062733493147,13.834153132348,13.771419639201
0.150000000000,11.860571007626,26.603947562676,0.073685413462,14.817061968513,14.743376555050
0.155000000000,11.872006027393,27.620581003706,0.085120433230,15.833695409542,15.748574976312
0.160000000000,11.883915552261,28.670939049601,0.097029958097,16.884053455437,16.787023497340
0.165000000000,11.896291136017,29.755021700361,0.109405541854,17.968136106197,17.858730564344
0.170000000000,11.909124477765,30.872828955987,0.122238883601,19.085943361823,18.963704478222
0.175000000000,11.922407419148,32.024360816477,0.135521824984,20.237475222314,20.101953397330
0.180000000000,11.936131941641,33.209617281834,0.149246347477,21.422731687670,21.273485340193
0.185000000000,11.950290163901,34.428598352055,0.163404569738,22.641712757892,22.478308188154
0.190000000000,11.964874339169,35.681304027142,0.177988745006,23.894418432978,23.716429687973
0.195000000000,11.979876852730,36.967734307094,0.192991258566,25.180848712931,24.987857454365
0.200000000000,11.995290219425,38.287889191912,0.208404625261,26.501003597748,26.292598972487
